,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
80179,58366,-0.764132839,-0.067183026,2.044907635,0.086329083,-1.664302835,0.843667423,0.506849364,0.138282325,-0.851889094,0.181137401,-1.003664162,-0.78844458,-0.702355948,-0.2903594,0.591696302,-1.505813275,0.162554846,1.266228241,-1.33534521,-0.553328691,-0.270736645,-0.20792264,0.190720422,-0.006745071,-0.391109279,-0.427772065,0.163745201,0.087312114,219,0
135228,81157,1.183548874,0.139589877,-0.269281501,0.849472401,0.198867783,0.162468437,-0.139335383,0.080279929,0.615608111,-0.830680643,-0.882592881,0.095944442,0.121742657,-1.615477865,0.063141357,0.051186462,1.09911226,-0.155987644,-0.065652425,-0.032339089,-0.19579196,-0.313690464,-0.186253519,-0.809677685,0.586271459,0.490276285,0.014551473,0.034573762,29.56,0
125804,77808,-0.007174838,1.404693818,0.020340091,0.788921639,0.559105048,-0.929261256,1.052907821,-0.282566445,-0.441603021,0.489670612,-0.687364219,0.30680571,0.887293965,0.232805935,0.612494886,-0.514124355,-0.334268203,-0.125962358,0.481904313,0.238500153,0.08985945,0.591783519,-0.035270287,0.060729836,-0.584679956,-0.391621754,0.550726943,0.288362035,0.89,0
130635,79398,-1.090795397,0.679465554,2.044133286,-1.833791087,-0.891408958,-0.823573775,-0.088499852,0.488278036,0.971247347,-2.095227699,-0.804200679,0.575306798,-0.110475764,0.016355833,0.637638767,-0.164861596,-0.199174146,0.314398995,0.03670003,-0.221660791,0.081982488,0.240285107,-0.31431872,0.399301608,0.532335273,-0.772736896,-0.014043544,0.008931149,1,0
16381,27760,1.278037148,0.459688438,-0.126742226,1.111696046,-0.014672658,-1.205858308,0.510280169,-0.320932494,-0.186975767,0.06351605,-0.469039404,-0.106545989,-0.606669859,0.683613723,0.74851032,-0.187365588,-0.279872423,-0.294813267,-0.24689473,-0.194923645,-0.004676295,0.016583496,-0.138101162,0.384401409,0.833121388,-0.294031463,-0.011770302,0.009507347,1,0
160840,113680,0.070897532,0.581491452,0.543013677,-0.560444867,0.392279103,-0.30400009,0.726157548,-0.024918226,-0.272513342,-0.456261881,0.464542781,0.910459193,0.539622399,0.058660554,-0.935176399,0.363958676,-0.938141532,0.268858202,0.067327894,-0.075827177,0.090439511,0.311057239,-0.055510477,-0.306440878,-0.413457108,0.149093635,0.027296317,0.031214873,26.9,0
264482,161450,1.876533699,-0.557387302,-0.255089277,0.516166759,-0.772171055,-0.355414195,-0.590483206,-0.047078311,1.113382808,-0.04133051,-0.555854176,0.840611081,0.890582749,-0.404982552,0.284424397,0.195724812,-0.416759636,-0.117831335,-0.443612411,-0.021504243,0.274267535,0.909949116,0.155183246,1.237195377,-0.253294428,0.560667815,-0.02801668,-0.026608666,59.9,0
92139,63800,1.280943501,0.163293384,0.281864667,0.516702489,-0.307427875,-0.722030673,0.013341722,-0.135799757,0.184382879,-0.047763989,-0.780698747,-0.167306738,-0.296820753,0.350447311,1.146024633,0.481866742,-0.563850817,-0.292417741,0.071249261,-0.107344085,-0.293884327,-0.897311274,0.076962488,-0.138735467,0.257593455,0.127069213,-0.035648446,0.0137162,8.99,0
182936,125591,2.281106513,-1.37870454,-1.377918389,-1.710256153,-1.063297192,-0.872184956,-0.930346655,-0.208498838,-1.620798408,1.879424333,0.369450317,-0.909813313,-0.605453895,0.242846866,-0.348795919,-0.244860348,0.082797024,0.817893825,0.050688754,-0.45469482,0.113000329,0.700584173,0.015963715,-0.345757367,0.049274231,0.079324141,-0.023897905,-0.07265362,30,0
153143,98011,1.993537302,1.024438644,-1.408392774,3.868971033,1.203335403,-0.678115298,0.888705798,-0.539916135,-0.419460727,1.194094041,-0.04932786,-2.455228312,2.450688647,2.013215333,-1.495532542,0.370154349,-0.030856757,-0.508023774,-1.737136573,-0.288248454,0.002175667,0.299104348,-0.009566826,-0.213198865,0.382585462,0.113945071,-0.104929431,-0.072966842,9.36,0
222460,142977,2.001813113,0.125529898,-1.838326628,0.542574712,0.215994368,-1.446071192,0.322862935,-0.397141427,0.591029397,-0.529836466,-0.447453427,0.004378585,0.036711405,-0.836517702,0.921770547,0.282530065,0.423145351,0.598253953,-0.403254851,-0.129181462,0.200790437,0.682344198,-0.070165128,-0.180846693,0.26113818,-0.097901281,-0.007576176,-0.024439499,37.14,0
228562,145567,-0.689225547,0.680841775,-0.04847557,-0.233008864,0.63810223,-0.240211104,0.627935189,0.268217089,-0.182414247,-1.091861872,-1.503523459,0.860818394,1.290234642,0.063319909,-0.742192208,-0.715115474,-0.037631851,-0.098764725,0.650761891,0.06680026,0.283776803,0.823848479,-0.165153803,0.555988178,0.014051817,-0.166808715,0.058033066,0.084042433,52.13,0
80028,58302,-1.268770229,-0.194355295,1.976726399,0.81573555,0.90981906,-1.471461978,0.085209736,-0.015863107,-0.076508988,-0.687840767,-0.503925567,1.006170605,0.732656038,-0.395658265,-1.285086458,-0.479599754,-0.121377792,-0.563273142,-0.819343813,0.132450052,0.197750082,0.484394219,0.048529743,0.949536406,-0.011720574,-0.53160622,0.124129586,0.181378276,9.99,0
206000,136020,0.138050407,-0.679652499,0.259372309,-2.132145023,-0.290618745,0.884448564,-0.000334964,0.225530817,-0.812590885,0.142215812,-0.097421906,-0.454189182,0.560745349,-0.510537405,-0.415949949,1.904216893,-0.762153717,-0.021066295,0.634756504,0.399642899,0.533573219,1.219109636,0.136108546,-0.34024091,-0.239220841,-0.128340149,0.001861786,0.00372365,150,0
253936,156501,1.725374083,-2.009556281,-0.047059261,-1.202422716,-1.925707983,0.257616472,-1.6027659,0.306324498,0.765358035,0.583955238,0.455507329,0.176943117,-0.648376524,-0.183160278,0.478662601,-0.581477952,-0.54276884,2.337024062,-0.637101674,-0.226632699,-0.021172258,0.087313924,0.219775124,0.771464261,-0.839305417,0.806283173,-0.037642701,-0.009858148,186,0
78463,57540,-1.405225477,1.431493695,0.15311992,-1.015944913,-0.074665077,0.057512569,-0.144853544,1.091276574,-0.185609176,-0.606336078,-0.65315066,0.241870664,-0.695824011,0.733310164,-0.871789682,0.846285778,-0.660170505,0.515532701,0.5453423,-0.078765092,-0.187043167,-0.626373852,-0.134032202,-1.040473687,0.006329879,0.372475556,0.1479309,0.088299138,4,0
84551,60358,-0.678944077,0.751229841,0.087559931,-0.794424923,-0.211994231,-1.322399353,1.258252859,0.004846196,-0.879857353,-1.006955442,-0.478416768,0.57791693,0.962464089,0.451564265,-0.083578449,0.219061714,-0.355174832,-0.649306724,-0.57882499,0.091810503,0.177387348,0.153750055,0.195175599,0.467763462,-0.006750993,0.846635544,-0.240360271,-0.048911242,131.4,0
95473,65325,0.075083477,0.775082519,1.017420517,1.048845505,-0.201566325,-0.829433009,0.283884445,-0.146527765,-0.286993039,0.283643112,-0.474667873,-0.447312454,-0.543494089,0.439374531,1.681151547,-0.39857201,0.164273866,-0.047949581,1.576834983,0.018589418,-0.053797251,-0.15093462,0.278097532,0.366012499,-1.641989888,0.097468392,0.128684304,0.250796614,1.98,0
193850,130319,0.627314642,-0.050092636,0.232013931,0.322161961,0.265098984,0.01047666,-0.246821432,0.03714598,1.010933615,-0.458309411,-0.89809977,-0.727058855,-0.438071003,-1.733430751,1.19080514,0.711748017,0.422194512,0.956794687,0.299143716,0.147074825,0.040760096,0.303308136,0.403213574,0.299896624,-1.674914516,0.272258127,-0.028254025,-0.10685781,33.97,0
187110,127389,-0.26488872,0.886153914,-0.441083782,-0.623736557,0.898121635,-0.562728999,0.754626916,0.036842307,-0.018898485,-0.416890451,1.014227179,0.097397091,-1.09313615,-0.684477495,-0.766580061,0.462753792,0.255070282,0.261682652,-0.031779928,-0.102657765,-0.265066475,-0.748145231,0.243123577,0.570272815,-0.509165808,0.074659021,-0.049800888,0.079781676,2.69,0
76364,56533,0.832462738,-1.76635688,-1.878929636,-1.428497029,1.353794519,3.284182644,-0.405474636,0.614356284,-0.935204185,0.48510509,-0.254255494,-0.629476634,0.056792551,0.009338853,-0.006640982,0.893032949,0.129610236,-1.154925876,1.079548638,0.855522562,0.300879759,0.011193949,-0.496171521,1.073694487,0.826380468,-0.085763153,-0.070107992,0.055652193,346.28,0
170810,120364,0.050690114,0.579853817,0.454092897,-0.955523484,0.466294181,-0.431140251,0.884903036,-0.061062558,-0.514690332,-0.483919621,0.679634375,0.917477886,0.749722322,0.24365989,-0.339828799,0.760111402,-1.155435662,-0.097433609,0.276395392,0.010786807,-0.327378286,-1.108040529,0.304606065,-0.534463887,-0.900991862,-0.048143512,-0.008495351,0.037292515,46.73,0
193705,130255,2.031308985,-0.831830883,-0.313987645,0.549036387,-0.935282867,0.22572075,-1.115646479,0.200184175,-0.051747963,1.164708259,-0.118013011,0.090902925,-0.672187744,0.068230881,-0.443576242,-1.000547065,-0.622308742,2.264909116,-1.003717589,-0.708136104,-0.104706598,0.336910962,0.122420287,-0.533793852,-0.121951186,-0.470455238,0.079365732,-0.044168075,9,0
278373,168185,-1.899741692,0.910157194,0.340709248,-0.738256537,-1.669476532,0.02897223,-1.850318065,-1.762614059,-1.032843693,-0.655618296,-1.668389113,-0.128514958,-0.338774893,0.926882886,1.01872293,-1.235462857,0.33225079,2.183449953,-0.450796944,0.000710871,-1.318524765,0.676444107,-0.006558655,-0.077070749,-0.127354428,-0.412630718,0.147960637,-0.003311158,60,0
210466,137997,2.029558972,-0.007863852,-1.425886329,0.131034382,0.374475633,-0.534132718,0.14214733,-0.187027346,0.194087194,0.143171748,1.20269276,1.418926936,0.831898467,0.510038264,0.038045491,-0.097966731,-0.760108231,0.266612243,-0.017855102,-0.155595113,0.30872761,1.027886415,0.022379916,0.763671004,0.266472403,-0.161698441,-0.01987833,-0.060108115,2.49,0
118554,75124,1.259769119,0.523216541,-0.582619025,0.642270818,0.253309634,-0.902197738,0.269628714,-0.135279485,-0.358948065,-0.420545525,1.471453922,0.371515308,-0.32141866,-0.790011208,0.287418168,0.763109022,0.457178337,0.772318006,0.093006774,-0.071026444,-0.111089689,-0.310641634,-0.129833673,-0.095827589,0.577429083,0.372736233,-0.039831165,0.022564861,0.76,0
257619,158259,-0.958979676,1.766623146,-0.574776893,-0.295953751,0.407251901,-0.748983078,0.403919165,0.625047326,-0.862983064,-1.418661624,-0.837912029,0.442698697,0.821785739,-0.438936265,-0.081593673,0.260595199,0.901466376,-0.127768608,0.424846811,-0.199934628,-0.16287329,-0.703366793,0.061846115,0.639500475,-0.386457257,0.197767812,-0.280799024,0.050698445,1.98,0
51473,44960,-1.665685932,-0.951574939,0.498807972,-1.684304844,-3.842417735,2.923156089,3.915773206,-1.80568983,1.159036572,-1.390677746,0.586839389,0.34849486,0.423910134,-0.733343314,1.214412825,0.068960637,-0.788860542,1.144991172,2.340789299,-0.585481151,0.339455652,0.0473707,-0.430171196,-0.674269678,0.315365586,0.141444453,0.48203068,-0.790307742,1000,0
141708,84469,-0.666112717,0.294281613,1.769926618,-2.463124266,0.296432985,0.54091705,0.25927146,0.217868771,1.461243423,-1.254140213,-0.61840253,-0.236786943,-1.275388703,-0.195011602,0.281084375,0.383543355,-1.279675477,1.457469601,0.962693357,0.075171541,-0.140281038,-0.05178121,-0.612368752,-1.423164249,0.702701133,-0.691545068,0.176098044,-0.115571177,1,0
64602,51221,-0.696562311,1.341379203,1.485132143,1.897357938,0.475377203,-0.323014876,0.800568479,0.000569407,-0.717262566,-0.442807233,-0.907419881,-0.248881476,-0.143239643,-1.506549966,-1.408340349,0.544567527,0.481418544,0.062348185,-1.210487613,-0.187223239,-0.014728985,0.085752639,-0.152865154,0.306942399,-0.070994882,-0.121399476,0.012778838,0.156220685,7.6,0
196476,131530,-1.193795453,0.250707519,0.176501337,-0.709962514,0.08168305,1.443448674,0.004631959,0.608403543,1.615866782,0.487502331,-0.348579406,-0.247326261,-1.283741791,-0.304103385,1.158132358,-0.906592611,0.596491304,-1.73516976,-2.13191831,-0.249304493,0.14194705,1.391850643,0.4213086,-1.280657386,-0.846164435,0.656106159,0.748023592,0.209049315,81.57,0
141006,84075,1.219101868,-0.244930398,0.995219993,0.512743555,-1.085476233,-0.519204539,-0.506696532,-0.052040405,-0.988196724,0.702019334,0.229261761,0.559003552,0.868037706,0.012956203,1.150431566,-1.61078789,0.149880516,0.454500697,-1.691037739,-0.524097582,-0.478299436,-0.877331486,0.272323301,0.543184347,0.061884255,-0.627615645,0.082144159,0.044807838,17.05,0
257129,158015,-3.360754572,3.618123715,-1.943800039,-1.554877973,-0.23272127,-2.537418079,1.457576251,-0.183662836,2.223762821,3.733641012,0.030671042,-0.051599865,-1.149003576,0.019489091,0.037890325,-1.175827781,-0.119461565,-0.796937154,-0.860334659,1.526476158,-0.155660517,0.803622553,0.031705277,0.909115064,0.188560859,0.011247853,1.002552681,0.289222071,1.54,0
15688,27116,-0.61317716,0.1929119,0.708296523,0.780216681,0.77666062,0.11164619,0.611400309,0.145443727,-0.317369742,-0.250135088,-1.529087846,-1.36022776,-1.658058108,0.711876227,1.562239913,-0.229022182,-0.168073053,0.266924251,0.446529076,0.181806438,0.18504918,0.255522436,0.050668194,-0.980119115,-0.204612305,-0.239538977,0.130744596,0.161330107,96.8,0
274404,165994,-0.795980131,0.216407751,-0.957176636,-1.23008221,-1.946008847,0.879154212,2.043297647,-0.053745912,-1.59405652,0.07924497,0.239552307,0.310742521,0.243874061,0.390696697,-1.267365617,-1.176879949,-0.401686995,1.701719094,-0.843582277,-0.927504622,-0.081642106,0.455406944,0.058784359,0.813537491,-0.812268265,0.221479179,0.112984973,-0.02827877,451.5,0
158637,111569,2.143534456,0.478526097,-2.704943616,0.272654764,1.16496906,-1.532936649,0.856093878,-0.713489955,1.370990238,-0.880052783,0.15285822,-2.31489439,2.381967308,0.819956443,-0.269185715,-0.095171344,1.115637779,0.415794129,-0.010649907,-0.140350254,-0.098913661,0.125613158,-0.168313948,-0.800588426,0.536179291,0.242374794,-0.097289441,-0.060848183,22.27,0
236724,148927,2.125792323,-0.005757626,-1.52049031,0.117698762,0.573915452,-0.339791801,0.180592053,-0.248696685,0.425838662,0.036841658,-1.255331849,0.691588156,1.235889635,0.012769433,0.027342931,0.093196752,-0.643156832,-0.713866631,0.43362217,-0.103732775,-0.332536476,-0.810720001,0.271037805,0.058576257,-0.145109265,0.20476464,-0.070068958,-0.05826946,1.98,0
52241,45346,-1.255642407,0.579871826,1.571446543,1.136662917,-0.170085,0.008261744,-0.3012409,0.541814405,-0.241704981,-0.541714287,-0.631518041,0.559752711,0.651835589,0.053028697,0.789573875,-0.506022404,0.346727784,-0.153313605,0.119106095,-0.111023917,0.31493455,0.930391253,-0.331099307,0.144168009,-0.160041031,-0.175252323,0.025951279,-0.040812829,23.5,0
237876,149437,0.212962431,0.522257751,-0.560695627,-1.468761607,0.522357833,-0.991724213,0.592902095,-0.214689465,-1.236081875,-0.079886035,-0.493763845,-0.912972831,0.280552515,-1.455110149,-0.336118311,0.864000675,1.351359515,-1.127934233,0.938849024,0.291219795,-0.00822934,0.070830982,-0.030881007,0.642190256,-0.24057266,-0.294506631,0.317844577,0.15427453,12,0
84396,60287,-4.462911183,-0.266743468,-1.328110464,-2.607570529,3.067044836,3.425266031,-2.28040746,-4.869616318,0.065450877,2.004212932,-0.451090495,-0.106418073,-0.220061713,-0.435237555,-0.298535876,-1.171876772,-0.489543262,0.893522658,-0.862080219,-1.088922878,-0.079663935,-1.310219748,-0.435484527,1.075284033,0.386087338,0.910273136,-0.065776226,0.735422138,54.99,0
136687,81823,-2.238873359,-3.193920983,0.977091038,-1.783850553,-1.603308819,-0.624452942,1.89525746,-0.55178017,-2.655252426,0.379683707,-0.640441015,-1.491757874,0.340469749,-0.442562822,0.047720612,-0.326724674,0.201141837,0.338115144,-0.890221959,1.523699212,0.340770222,-0.073720867,1.45491642,0.276185346,0.833765906,-0.248367856,-0.406401671,-0.095785793,695.95,0
228042,145334,1.947536825,-0.432211004,-0.420478146,-0.047410796,-0.43695537,0.000331242,-0.639604563,0.155053407,1.028735433,-0.061432489,1.005779962,1.280584974,0.184832859,0.101732368,0.052486683,0.36309066,-0.717919272,0.141099302,0.248657556,-0.157152795,-0.135586544,-0.312143676,0.415960874,0.681935061,-0.527977374,-0.335229043,0.003984215,-0.038230845,11.56,0
282119,170665,1.468255215,-0.592379776,-1.665649909,0.978418842,-0.507174629,-1.950465397,0.675619411,-0.537552025,0.45988309,-0.648546474,0.521827327,0.469082258,0.107141789,-0.76198002,0.852673276,0.00085852,0.796229555,0.282062095,-0.872718013,0.335991628,0.416003427,0.765240255,-0.154235397,0.878578899,0.041951571,-0.188510027,-0.049877484,0.028059609,275.5,0
262876,160690,2.256328003,-0.628912108,-1.585424532,-1.060589601,-0.132372352,-0.822763885,-0.300815356,-0.37375501,-0.667456155,0.84513286,-0.755929818,-0.259150369,1.22373891,-0.19253491,0.288362322,0.953473977,-0.041738366,-1.283329172,0.544582706,0.069122433,0.418269652,1.237431879,-0.027901858,0.55964379,0.295812376,0.048237826,-0.038381942,-0.059435421,15,0
121281,76136,0.904234773,-2.181610358,-1.575220647,-3.543133803,0.650772491,3.078790522,-0.885931025,0.694738625,0.981225316,-0.873428184,-0.265830597,0.55879187,0.29185739,0.089023763,1.50243108,-2.243105536,-0.127249194,1.924518834,0.70485486,0.214549491,-0.23123437,-0.711885941,-0.342039712,1.016887507,0.674960704,-0.749636421,0.056075817,0.074489639,299.96,0
143502,85398,0.954342926,-0.151179316,0.67374963,1.159572489,-0.460144425,0.143583193,-0.240372536,0.191326062,-0.013263233,0.125207831,1.425306241,0.780466105,-0.356175016,0.478453447,0.704605294,0.305420853,-0.511826576,0.158282752,-0.631520759,0.000152843,0.163734626,0.298195194,-0.089607323,0.01444166,0.343374364,-0.358788853,0.031940225,0.031691302,91.49,0
176447,122769,2.050956085,-0.049457017,-0.949819742,0.068741188,0.044004015,-0.695701689,0.009284549,-0.226703136,0.373641084,0.042553201,-0.452418147,0.827719917,1.218224255,0.103464889,0.786273661,0.442418654,-0.699651811,-0.864517542,0.066429109,-0.079111711,-0.454929346,-1.331027046,0.554043638,0.639321209,-0.654767459,-0.012685094,-0.067510479,-0.038377949,12.98,0
62286,50210,-0.550234233,0.745074173,1.632256348,0.891061145,-0.049754369,0.155653062,0.400301369,0.186730313,-0.173962463,-0.131786441,0.340665794,-0.001495053,-1.488132146,0.32019408,-0.546649773,-0.312815887,-0.108704471,0.486022623,1.30816694,-0.088040928,-0.119900061,-0.312633277,-0.125491405,-0.053105418,-0.228664628,-0.493741651,0.027244893,0.129702353,27.3,0
186218,127003,1.272135071,-2.26890109,-0.901238999,-0.335611976,-1.495214869,-0.65859604,-0.143292011,-0.343601351,-0.096903407,0.394870086,-0.620033646,0.475039494,1.495989179,-0.678326241,-0.556347987,0.909822772,0.323579194,-1.934356482,0.753810177,0.963019688,0.080994176,-0.658642018,0.008408525,0.070569599,-0.604872017,-0.628510573,-0.068712298,0.039599758,468.26,0
249689,154533,2.00939147,0.018138751,-1.633711557,0.347651907,0.313215511,-0.601361158,-0.007327363,-0.008572526,0.397803936,-0.183778684,1.141244889,0.291455651,-1.226299766,-0.398390171,-0.332419931,0.457165343,0.410890152,0.184235469,0.21109953,-0.231499883,-0.308639149,-0.871706434,0.370004359,0.578222581,-0.366789076,0.15215531,-0.070802779,-0.041856454,1.98,0
213008,139076,-1.17740323,0.41805403,-0.599805517,-0.05482483,0.937578759,-0.722944446,0.743943518,-0.485851865,0.177789355,0.739956764,0.633884464,0.436538936,-0.047102316,0.398600206,0.324725415,-0.435211193,-0.64442222,0.694349636,1.163519816,-0.777377986,0.371064443,1.593378667,0.378387267,-0.338779142,-0.960195506,-0.197117409,-0.442386066,0.244348051,1,0
84680,60415,1.35655365,-0.287122526,-1.492857795,-2.053212242,1.935931314,2.823766377,-0.436355267,0.695996188,0.935716846,-0.892250658,0.118990835,0.502586984,-0.024465789,0.561233036,1.769574803,-0.249760779,-0.690145802,0.241403107,0.996181945,0.008943934,-0.211513488,-0.657084674,-0.036601229,0.990027075,0.746189725,-0.810336196,0.046650918,0.017615728,5.3,0
92954,64185,1.212756229,-1.518559862,0.653485511,-1.263156419,-1.774636136,-0.292188319,-1.157918055,-0.040609985,-1.625793246,1.322241158,-0.282183453,-0.775332031,0.669607168,-0.457087043,1.098788987,-0.428483402,0.649944174,-0.125043906,-0.839266961,-0.090303884,0.043955558,0.29535417,-0.083588156,0.069115801,0.224549062,-0.086799522,0.045198915,0.045845574,138,0
25437,33610,0.274476781,-3.108190892,0.205586997,-0.986149536,-2.267431814,0.236997245,-0.745664593,0.033373936,-1.803600767,1.284443859,1.310313268,-0.323637637,0.196991397,-0.112212753,0.494247545,-0.142187253,0.439182104,0.601387532,-0.726881615,0.829765414,0.42568809,0.305822644,-0.527568505,0.038689234,0.038951919,-0.095545341,-0.044891011,0.11511117,599,0
50468,44504,1.155505008,0.178757432,0.532838214,1.471573158,-0.374144262,-0.389275996,0.007778441,0.014112258,0.397817601,-0.096829818,-0.38991437,0.185860239,-1.037318109,0.252358929,-0.02567395,-0.779308439,0.430204939,-0.981934271,-0.482350497,-0.270172233,-0.094633472,-0.061960755,-0.005009636,0.397400691,0.593791735,-0.329372968,0.03615873,0.016235171,1,0
216529,140519,-0.453088789,0.318108616,0.625736983,-2.121316297,-0.363591233,-1.101661762,0.166157663,0.054293057,1.321431919,-1.427377946,-0.761228067,0.633301377,0.173066384,0.064074988,0.998506896,-0.64374231,-0.115704853,-0.117567069,1.065937621,-0.125710925,-0.070859968,-0.039106093,0.12665347,-0.015042681,-1.186545357,-0.657636995,-0.147838264,-0.071268923,6.52,0
78800,57712,1.260373467,-0.007318117,-0.020461826,-0.819880136,-0.398550534,-1.170882267,0.245807656,-0.271259816,0.74299378,-0.861220697,1.676079087,2.075332741,0.815800044,0.304585669,-0.15473972,-1.037825538,-0.088986019,-0.004023189,1.031423963,-0.073235588,0.058079943,0.449563184,-0.193753707,0.604883552,0.939633543,-0.583355708,0.040115964,0.005438078,1,0
157909,110602,-0.069235618,1.145349539,2.830041484,4.84964473,-0.037740905,1.174015898,-0.098473769,0.092616845,0.41646091,1.040885416,-0.721805921,-3.7376708,0.383234892,1.019372743,-0.883867713,-0.333480641,1.157225274,0.371758133,1.331445505,0.108998158,-0.383778373,-0.493458561,-0.031689582,-0.078264561,-0.779378616,0.089735304,0.028273268,-0.056205437,0,0
264226,161325,1.859839959,-0.294216233,-1.435168702,0.442700005,-0.008388889,-0.47014411,-0.186769696,0.020269049,0.581568339,-0.261588118,1.110385539,0.367797164,-0.837165338,-0.72833966,-0.175236534,0.7271304,0.303868649,0.706284705,0.015446277,-0.047210179,-0.026936894,-0.173362584,0.189120088,0.674537982,-0.306760159,0.347601632,-0.065498699,-0.02259707,73.62,0
154367,101304,1.950599871,-0.051940094,-1.487529009,0.640109142,0.218985341,-1.096690813,0.394188092,-0.395619306,1.667869753,-0.271151013,1.760272356,-1.557487614,0.933117293,2.212924576,-1.708953105,-0.645756221,0.45577278,0.158171589,0.273842728,-0.249318902,-0.075874733,0.126789606,0.012154411,0.034519271,0.267024856,-0.287612231,-0.077019483,-0.075856853,46.11,0
129491,79108,-2.139336662,-0.477541729,1.023328846,0.553690635,-0.760199181,-0.079801115,-0.250863111,0.230727157,-0.971462292,0.726832346,-1.389765333,0.139584236,1.40994187,-0.399258574,0.514379673,-1.492094321,0.049046852,1.724763805,-0.020211247,-0.937934957,-0.350356349,0.261435785,0.228478556,-0.074660507,0.097453738,-0.133516782,0.282959117,-0.037037495,119.5,0
78067,57354,0.987890046,-1.318413124,0.530110691,-0.270221594,-1.659917814,-0.650963966,-0.56748787,-0.096000891,-0.268368604,0.51060095,-0.937068973,-0.539957723,-0.703271419,-0.038906608,0.461233386,-1.296221319,0.186438035,1.072137498,-0.693082544,-0.154964534,-0.329177902,-0.83457811,-0.070933768,0.407067603,0.048204478,0.99852655,-0.075357007,0.044565428,200,0
188983,128220,2.074710027,-0.9169559,-1.060138924,-0.973481635,-0.525399827,-0.387003162,-0.594937968,-0.133048744,-0.631234905,0.882619974,1.133470292,0.770679056,1.154718591,-0.262984815,-0.847503043,1.038528108,-0.054169081,-1.108756086,0.895442839,0.154515875,0.279468792,0.751937865,0.125461172,0.822255628,-0.051163804,-0.22653013,-0.026349084,-0.049239806,56.17,0
40464,40255,-1.763042313,-1.747913861,2.069160553,-1.33922381,0.950640733,-2.005973935,-1.116497679,0.249208707,1.621485007,-1.597625407,-0.857298592,0.187586995,-0.83540799,-0.125323883,0.731160193,-0.224544712,-0.382445172,0.562423994,-0.228497615,0.310407308,0.351503808,0.573669039,0.074225573,0.3889105,0.465665557,-0.687359789,0.005115784,0.059429366,20,0
82848,59581,1.235290465,0.386740628,0.449505033,0.766514868,-0.504190283,-1.25327812,0.111931584,-0.240720835,-0.033008175,-0.291123692,0.274031804,0.494480501,0.454519697,-0.325046435,1.038650489,0.369983204,0.096813829,-0.440740845,-0.322849,-0.07482543,-0.263440253,-0.746037038,0.166987035,0.679276702,0.182614615,0.073347777,-0.02060803,0.034584851,0.89,0
220271,142099,1.928833962,0.542424016,-0.774798682,3.69429285,0.550942275,0.050800711,0.199534144,-0.011783317,-0.836587624,1.454127082,-1.393286932,-0.71707253,-0.993562735,0.455815042,-0.728552235,0.865214478,-0.705382311,-0.645352363,-1.294251819,-0.323096678,-0.291437725,-0.930506517,0.394614845,0.62229892,-0.267567036,-0.37303441,-0.049168759,-0.037679548,10,0
169348,119652,-0.59615628,-0.105169322,0.846753677,-1.464162111,0.637215369,-0.567283163,0.527580086,-0.127625219,-1.589433703,-0.086572185,-1.181005116,-0.06942205,0.920332266,-0.1487943,-0.337960117,-1.547304578,-0.160752242,0.638815868,-0.544471356,-0.214755546,-0.632614492,-1.567406226,0.004227361,0.547537306,0.555594064,0.421237725,-0.14522454,-0.052598867,44.99,0
234672,148067,-1.425021496,0.573213984,0.71689491,-0.969296912,1.152579198,-1.53812555,0.691894601,-0.180049917,0.188646907,-0.21906426,-1.093195619,-0.216383141,-0.642088439,0.116224552,-0.508672502,0.093333253,-0.559730966,-0.747850579,-0.457226046,-0.201257596,-0.382124832,-0.806348692,-0.339980523,-0.0198074,-0.002510481,0.146025987,0.374689412,0.187491405,1.98,0
239831,150290,0.349239156,0.574400867,0.698666945,0.967870127,0.624002264,1.463615108,-0.30065072,-0.49789735,0.100742514,-0.210548032,-0.211313414,1.301503818,0.588679348,-0.137696969,-1.45344397,-0.385274827,-0.247622099,-0.100517466,1.562595384,-0.119009125,0.221210361,-1.604592831,-0.143552113,-0.254298395,0.676498935,-0.825504457,0.249385824,0.240889706,6.49,0
76811,56753,-0.645145997,0.50209864,0.97170222,-1.925600253,-0.399342121,0.030787817,0.542515165,-0.058418046,0.643640675,-0.786446752,1.557588692,1.304789707,0.913915203,0.013359413,1.501790561,-0.816546338,-0.194741242,0.450597555,1.413668308,0.041836776,0.300795924,1.284285781,-0.200713902,-0.193088282,-0.411022618,0.082719901,-0.473860274,-0.403174079,71.93,0
271367,164540,1.990385467,-0.430392924,-0.401384262,0.352925218,-0.460623239,-0.011610554,-0.674269561,0.029258175,1.155439668,-0.029693115,-0.946035982,0.663429955,0.873944586,-0.41428807,0.372056741,0.290282067,-0.534707282,-0.102338847,-0.285730052,-0.111603949,0.163534345,0.689534382,0.17954426,0.67915938,-0.238804671,0.542613399,-0.017305132,-0.039280253,13.79,0
